wind_direction,U_inf,yaw_1,yaw_2,power_1,power_2,power_total
120,12.0,-30,0.0,4478.61,5000.0,9478.61
120,12.0,-25,0.0,4862.41,5000.0,9862.41
120,12.0,-20,0.0,5000.0,5000.0,10000.0
120,12.0,-15,0.0,5000.0,5000.0,10000.0
120,12.0,-10,0.0,5000.0,5000.0,10000.0
120,12.0,-5,0.0,5000.0,5000.0,10000.0
120,12.0,0,0.0,5000.0,5000.0,10000.0
120,12.0,5,0.0,5000.0,5000.0,10000.0
120,12.0,10,0.0,5000.0,5000.0,10000.0
120,12.0,15,0.0,5000.0,5000.0,10000.0
120,12.0,20,0.0,5000.0,5000.0,10000.0
120,12.0,25,0.0,4862.41,5000.0,9862.41
120,12.0,30,0.0,4478.61,5000.0,9478.61
150,6.0,-30,0.0,558.99,731.0,1290.0
150,6.0,-25,0.0,611.7,731.0,1342.7
150,6.0,-20,0.0,654.71,731.0,1385.72
150,6.0,-15,0.0,688.12,731.0,1419.12
150,6.0,-10,0.0,711.95,731.0,1442.95
150,6.0,-5,0.0,726.24,731.0,1457.24
150,6.0,0,0.0,731.0,731.0,1462.01
150,6.0,5,0.0,726.24,731.0,1457.24
150,6.0,10,0.0,711.95,731.0,1442.95
150,6.0,15,0.0,688.12,731.0,1419.12
150,6.0,20,0.0,654.71,731.0,1385.72
150,6.0,25,0.0,611.7,731.0,1342.7
150,6.0,30,0.0,558.99,731.0,1290.0
150,8.0,-30,0.0,1339.86,1753.95,3093.81
150,8.0,-25,0.0,1458.96,1753.95,3212.91
150,8.0,-20,0.0,1561.32,1753.95,3315.27
150,8.0,-15,0.0,1643.59,1753.95,3397.54
150,8.0,-10,0.0,1704.2,1753.95,3458.16
150,8.0,-5,0.0,1741.51,1753.95,3495.46
150,8.0,0,0.0,1753.95,1753.95,3507.91
150,8.0,5,0.0,1741.51,1753.95,3495.46
150,8.0,10,0.0,1704.2,1753.95,3458.16
150,8.0,15,0.0,1643.59,1753.95,3397.54
150,8.0,20,0.0,1561.32,1753.95,3315.27
150,8.0,25,0.0,1458.96,1753.95,3212.91
150,8.0,30,0.0,1339.86,1753.95,3093.81
150,10.0,-30,0.0,2618.95,3417.8,6036.75
150,10.0,-25,0.0,2863.71,3417.8,6281.5
150,10.0,-20,0.0,3063.49,3417.8,6481.29
150,10.0,-15,0.0,3218.62,3417.8,6636.42
150,10.0,-10,0.0,3329.31,3417.8,6747.11
150,10.0,-5,0.0,3395.68,3417.8,6813.48
150,10.0,0,0.0,3417.8,3417.8,6835.59
150,10.0,5,0.0,3395.68,3417.8,6813.48
150,10.0,10,0.0,3329.31,3417.8,6747.11
150,10.0,15,0.0,3218.62,3417.8,6636.42
150,10.0,20,0.0,3063.49,3417.8,6481.29
150,10.0,25,0.0,2863.71,3417.8,6281.5
150,10.0,30,0.0,2618.95,3417.8,6036.75
150,12.0,-30,0.0,4478.61,5000.0,9478.61
150,12.0,-25,0.0,4862.41,5000.0,9862.41
150,12.0,-20,0.0,5000.0,5000.0,10000.0
150,12.0,-15,0.0,5000.0,5000.0,10000.0
150,12.0,-10,0.0,5000.0,5000.0,10000.0
150,12.0,-5,0.0,5000.0,5000.0,10000.0
150,12.0,0,0.0,5000.0,5000.0,10000.0
150,12.0,5,0.0,5000.0,5000.0,10000.0
150,12.0,10,0.0,5000.0,5000.0,10000.0
150,12.0,15,0.0,5000.0,5000.0,10000.0
150,12.0,20,0.0,5000.0,5000.0,10000.0
150,12.0,25,0.0,4862.41,5000.0,9862.41
150,12.0,30,0.0,4478.61,5000.0,9478.61
180,6.0,-30,0.0,558.99,731.0,1290.0
180,6.0,-25,0.0,611.7,731.0,1342.7
180,6.0,-20,0.0,654.71,731.0,1385.72
180,6.0,-15,0.0,688.12,731.0,1419.12
180,6.0,-10,0.0,711.95,731.0,1442.95
180,6.0,-5,0.0,726.24,731.0,1457.24
180,6.0,0,0.0,731.0,731.0,1462.01
180,6.0,5,0.0,726.24,731.0,1457.24
180,6.0,10,0.0,711.95,731.0,1442.95
180,6.0,15,0.0,688.12,731.0,1419.12
180,6.0,20,0.0,654.71,731.0,1385.72
180,6.0,25,0.0,611.7,731.0,1342.7
180,6.0,30,0.0,558.99,731.0,1290.0
180,8.0,-30,0.0,1339.86,1753.95,3093.81
180,8.0,-25,0.0,1458.96,1753.95,3212.91
180,8.0,-20,0.0,1561.32,1753.95,3315.27
180,8.0,-15,0.0,1643.59,1753.95,3397.54
180,8.0,-10,0.0,1704.2,1753.95,3458.16
180,8.0,-5,0.0,1741.51,1753.95,3495.46
180,8.0,0,0.0,1753.95,1753.95,3507.91
180,8.0,5,0.0,1741.51,1753.95,3495.46
180,8.0,10,0.0,1704.2,1753.95,3458.16
180,8.0,15,0.0,1643.59,1753.95,3397.54
180,8.0,20,0.0,1561.32,1753.95,3315.27
180,8.0,25,0.0,1458.96,1753.95,3212.91
180,8.0,30,0.0,1339.86,1753.95,3093.81
180,10.0,-30,0.0,2618.95,3417.8,6036.75
180,10.0,-25,0.0,2863.71,3417.8,6281.5
180,10.0,-20,0.0,3063.49,3417.8,6481.29
180,10.0,-15,0.0,3218.62,3417.8,6636.42
180,10.0,-10,0.0,3329.31,3417.8,6747.11
180,10.0,-5,0.0,3395.68,3417.8,6813.48
180,10.0,0,0.0,3417.8,3417.8,6835.59
180,10.0,5,0.0,3395.68,3417.8,6813.48
180,10.0,10,0.0,3329.31,3417.8,6747.11
180,10.0,15,0.0,3218.62,3417.8,6636.42
180,10.0,20,0.0,3063.49,3417.8,6481.29
180,10.0,25,0.0,2863.71,3417.8,6281.5
180,10.0,30,0.0,2618.95,3417.8,6036.75
180,12.0,-30,0.0,4478.61,5000.0,9478.61
180,12.0,-25,0.0,4862.41,5000.0,9862.41
180,12.0,-20,0.0,5000.0,5000.0,10000.0
180,12.0,-15,0.0,5000.0,5000.0,10000.0
180,12.0,-10,0.0,5000.0,5000.0,10000.0
180,12.0,-5,0.0,5000.0,5000.0,10000.0
180,12.0,0,0.0,5000.0,5000.0,10000.0
180,12.0,5,0.0,5000.0,5000.0,10000.0
180,12.0,10,0.0,5000.0,5000.0,10000.0
180,12.0,15,0.0,5000.0,5000.0,10000.0
180,12.0,20,0.0,5000.0,5000.0,10000.0
180,12.0,25,0.0,4862.41,5000.0,9862.41
180,12.0,30,0.0,4478.61,5000.0,9478.61
210,6.0,-30,0.0,558.99,731.0,1290.0
210,6.0,-25,0.0,611.7,731.0,1342.7
210,6.0,-20,0.0,654.71,731.0,1385.72
210,6.0,-15,0.0,688.12,731.0,1419.12
210,6.0,-10,0.0,711.95,731.0,1442.95
210,6.0,-5,0.0,726.24,731.0,1457.24
210,6.0,0,0.0,731.0,731.0,1462.01
210,6.0,5,0.0,726.24,731.0,1457.24
210,6.0,10,0.0,711.95,731.0,1442.95
210,6.0,15,0.0,688.12,731.0,1419.12
210,6.0,20,0.0,654.71,731.0,1385.72
210,6.0,25,0.0,611.7,731.0,1342.7
210,6.0,30,0.0,558.99,731.0,1290.0
210,8.0,-30,0.0,1339.86,1753.95,3093.81
210,8.0,-25,0.0,1458.96,1753.95,3212.91
210,8.0,-20,0.0,1561.32,1753.95,3315.27
210,8.0,-15,0.0,1643.59,1753.95,3397.54
210,8.0,-10,0.0,1704.2,1753.95,3458.16
210,8.0,-5,0.0,1741.51,1753.95,3495.46
210,8.0,0,0.0,1753.95,1753.95,3507.91
210,8.0,5,0.0,1741.51,1753.95,3495.46
210,8.0,10,0.0,1704.2,1753.95,3458.16
210,8.0,15,0.0,1643.59,1753.95,3397.54
210,8.0,20,0.0,1561.32,1753.95,3315.27
210,8.0,25,0.0,1458.96,1753.95,3212.91
210,8.0,30,0.0,1339.86,1753.95,3093.81
210,10.0,-30,0.0,2618.95,3417.8,6036.75
210,10.0,-25,0.0,2863.71,3417.8,6281.5
210,10.0,-20,0.0,3063.49,3417.8,6481.29
210,10.0,-15,0.0,3218.62,3417.8,6636.42
210,10.0,-10,0.0,3329.31,3417.8,6747.11
210,10.0,-5,0.0,3395.68,3417.8,6813.48
210,10.0,0,0.0,3417.8,3417.8,6835.59
210,10.0,5,0.0,3395.68,3417.8,6813.48
210,10.0,10,0.0,3329.31,3417.8,6747.11
210,10.0,15,0.0,3218.62,3417.8,6636.42
210,10.0,20,0.0,3063.49,3417.8,6481.29
210,10.0,25,0.0,2863.71,3417.8,6281.5
210,10.0,30,0.0,2618.95,3417.8,6036.75
210,12.0,-30,0.0,4478.61,5000.0,9478.61
210,12.0,-25,0.0,4862.41,5000.0,9862.41
210,12.0,-20,0.0,5000.0,5000.0,10000.0
210,12.0,-15,0.0,5000.0,5000.0,10000.0
210,12.0,-10,0.0,5000.0,5000.0,10000.0
210,12.0,-5,0.0,5000.0,5000.0,10000.0
210,12.0,0,0.0,5000.0,5000.0,10000.0
210,12.0,5,0.0,5000.0,5000.0,10000.0
